"","away_team.away_team_name","home_team.home_team_name","match_date","kick_off","home_score","away_score","match_status","match_status_360","last_updated","last_updated_360","match_week","competition.competition_id","competition.country_name","competition.competition_name","season.season_id","season.season_name","home_team.home_team_id","home_team.home_team_gender","home_team.home_team_group","home_team.country.id","home_team.country.name","away_team.away_team_id","away_team.away_team_gender","away_team.away_team_group","away_team.country.id","away_team.country.name","metadata.data_version","metadata.shot_fidelity_version","metadata.xy_fidelity_version","competition_stage.id","competition_stage.name","stadium.id","stadium.name","stadium.country.id","stadium.country.name","referee.id","referee.name","referee.country.id","referee.country.name","home_manager_id","home_manager_name","home_manager_dob","home_manager_nat","away_manager_id","away_manager_name","away_manager_dob","away_manager_nat","match_id","colour1.1","colour2.1","colour1.2","colour2.2"
"884","Barnet","Eastleigh",2025-01-01,"17:00:00.000",1,1,"available","unscheduled","2025-01-05T22:31:50.631912",NA,25,65,"England","National League",317,"2024/2025",1752,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",117137,"Silverlake Stadium ",68,"England",2912,"Wayne Cartmel",68,"England",1003650,"Richard Hill","1963-09-20",NA,5093,"Dean Brennan","1980-06-17",NA,3957166,"blue","white","orange","black"
"885","Barnet","Woking",2025-03-15,"17:00:00.000",0,1,"available","unscheduled","2025-03-22T21:35:11.500929",NA,38,65,"England","National League",317,"2024/2025",2035,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",5407,"The Laithwaite Community Stadium",68,"England",924,"James Durkin",68,"England",123,"Neal Ardley","1972-09-01",NA,5093,"Dean Brennan","1980-06-17",NA,3957332,"darkred","white","orange","black"
"889","Barnet","York City",2024-10-22,"21:45:00.000",3,1,"available","unscheduled","2024-10-23T10:02:48.723203",NA,15,65,"England","National League",317,"2024/2025",1748,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118106,"LNER Stadium",68,"England",99,"Oliver Yates",68,"England",1001903,"Adam Hinshelwood","1984-01-08",NA,5093,"Dean Brennan","1980-06-17",NA,3957054,"red","blue","orange","black"
"890","Barnet","Maidenhead United",2024-08-26,"17:00:00.000",3,1,"available","unscheduled","2024-09-11T17:55:08.926843",NA,5,65,"England","National League",317,"2024/2025",1746,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",5516,"York Road Stadium",68,"England",2127,"Richie Watkins",68,"England",4626,"Alan Ernest Devonshire","1956-04-13",NA,5093,"Dean Brennan","1980-06-17",NA,3956926,"black","red","orange","black"
"893","Barnet","Halifax Town",2024-08-10,"17:00:00.000",2,1,"available","unscheduled","2024-08-26T10:33:10.329171",NA,1,65,"England","National League",317,"2024/2025",2046,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",117102,"The Shay Stadium",68,"England",351,"Paul Marsden",68,"England",1001937,"Chris Millington",NA,NA,5093,"Dean Brennan","1980-06-17",NA,3956879,"blue","white","orange","black"
"897","Barnet","Hartlepool United",2024-11-30,"17:00:00.000",0,0,"available","unscheduled","2024-12-07T05:03:16.308013",NA,21,65,"England","National League",317,"2024/2025",1753,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118139,"The Suit Direct Stadium",68,"England",2453,"Aaron Bannister",68,"England",4570,"Darren Sarll","1983-02-02",NA,5093,"Dean Brennan","1980-06-17",NA,3957129,"blue","white","orange","black"
"898","Barnet","Wealdstone",2024-09-21,"19:30:00.000",0,3,"available","unscheduled","2024-09-28T13:17:27.915195",NA,10,65,"England","National League",317,"2024/2025",1021,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",5577,"Grosvenor Vale",68,"England",905,"Sam Purkiss",68,"England",5124,"Matthew Simon Taylor","1981-11-27",NA,5093,"Dean Brennan","1980-06-17",NA,3956988,"blue","white","orange","black"
"915","Barnet","Aldershot Town",2024-09-24,"21:45:00.000",0,1,"available","unscheduled","2024-10-01T20:14:59.304787",NA,11,65,"England","National League",317,"2024/2025",2033,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",1000392,"The Recreation Ground ",68,"England",2343,"Oliver Mackey",68,"England",5380,"Tommy Widdrington","1971-10-01",NA,5093,"Dean Brennan","1980-06-17",NA,3957008,"red","blue","orange","black"
"917","Barnet","Ebbsfleet United",2024-08-17,"17:00:00.000",1,2,"available","unscheduled","2024-08-25T13:53:51.497678",NA,2,65,"England","National League",317,"2024/2025",1749,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118044,"Kuflink Stadium",68,"England",906,"Steven Copeland",68,"England",5291,"Danny Searle","1978-04-02",NA,5093,"Dean Brennan","1980-06-17",NA,3956895,"red","white","orange","black"
"918","Barnet","Fylde",2025-05-05,"14:00:00.000",0,3,"available","unscheduled","2025-06-01T00:02:40.464731",NA,46,65,"England","National League",317,"2024/2025",1733,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118074,"Mill Farm Stadium",68,"England",2678,"Paul Cooper",68,"England",1004260,"Kevin Phillips","1973-07-25",NA,5093,"Dean Brennan","1980-06-17",NA,3957419,"white","red","orange","black"
"929","Barnet","Southend United",2025-01-18,"17:00:00.000",0,3,"available","unscheduled","2025-01-20T15:14:30.021403",NA,28,65,"England","National League",317,"2024/2025",78,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",65,"Roots Hall",68,"England",1001049,"Aaron Farmer",68,"England",1000732,"Kevin Maher","1976-10-17",NA,5093,"Dean Brennan","1980-06-17",NA,3957202,"darkblue","darkblue","orange","black"
"941","Barnet","Braintree Town FC",2025-04-05,"14:00:00.000",2,1,"available","unscheduled","2025-04-14T21:45:46.475375",NA,41,65,"England","National League",317,"2024/2025",3184,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118083,"Cressing Road Stadium (RARE BREED MEAT)",68,"England",937,"Abigail Byrne",68,"England",1006138,"Stephen William Pitt","1948-08-01",NA,5093,"Dean Brennan","1980-06-17",NA,3957362,"white","","orange","black"
"942","Barnet","Solihull Moors",2024-10-19,"17:00:00.000",4,3,"available","unscheduled","2024-10-26T04:30:59.541493",NA,14,65,"England","National League",317,"2024/2025",1751,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",5332,"ARMCO Arena",68,"England",1012303,"Martin Ross",68,"England",1000680,"Andrew Whing","1984-09-20",NA,5093,"Dean Brennan","1980-06-17",NA,3957041,"yellow","blue","orange","black"
"946","Barnet","Rochdale",2025-02-22,"17:00:00.000",0,4,"available","unscheduled","2025-03-06T12:47:12.300231",NA,34,65,"England","National League",317,"2024/2025",67,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",79,"Crown Oil Arena",68,"England",1004563,"William Davis",68,"England",1002004,"Jimmy McNulty","1985-02-13",NA,5093,"Dean Brennan","1980-06-17",NA,3957274,"darkblue","blue","orange","black"
"961","Barnet","Yeovil Town",2024-11-27,"21:45:00.000",1,2,"available","unscheduled","2024-12-05T08:31:52.917220",NA,20,65,"England","National League",317,"2024/2025",85,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",580,"Huish Park Stadium",68,"England",1866,"Andrew Humphries",68,"England",334,"Mark Nicholas Cooper","1968-12-18",NA,5093,"Dean Brennan","1980-06-17",NA,3957111,"green","","orange","black"
"979","Barnsley","Cambridge United",2024-11-16,"17:00:00.000",1,1,"available","unscheduled","2024-12-01T16:08:55.758125",NA,16,4,"England","League One",317,"2024/2025",102,"male",NA,68,"England",45,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",595,"Cledara Abbey Stadium",68,"England",52,"Seb Stockbridge",68,"England",270,"Garry Monk","1979-03-06",NA,303,"Darrell James Clarke","1977-12-16",NA,3948793,"yellow","","red","white"
"1001","Barnsley","Crawley Town",2024-08-31,"17:00:00.000",0,3,"available","unscheduled","2024-09-09T02:11:49.281336",NA,4,4,"England","League One",317,"2024/2025",88,"male",NA,68,"England",45,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4494,"Broadfield Stadium",68,"England",48,"Lee Swabey",68,"England",1001886,"Scott Lindsey","1972-05-04",NA,303,"Darrell James Clarke","1977-12-16",NA,3948666,"red","","red","white"
"1017","Barnsley","Shrewsbury Town",2024-10-26,"17:00:00.000",0,2,"available","unscheduled","2024-10-30T07:36:22.865806",NA,14,4,"England","League One",317,"2024/2025",63,"male",NA,68,"England",45,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",84,"The Croud Meadow",68,"England",2135,"Adam Herczeg",68,"England",267,"Paul Hurst","1974-09-25",NA,303,"Darrell James Clarke","1977-12-16",NA,3948791,"blue","yellow","red","white"
"1046","Barnsley","Bristol Rovers",2025-01-18,"17:00:00.000",3,1,"available","unscheduled","2025-01-22T23:21:13.631800",NA,27,4,"England","League One",317,"2024/2025",76,"male",NA,68,"England",45,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",66,"Memorial Stadium",68,"England",1512,"Martin Woods",68,"England",1003681,"Iñigo Calderón Zapatería","1982-01-04",NA,303,"Darrell James Clarke","1977-12-16",NA,3948942,"blue","","red","white"
"1072","Barrow","Carlisle United",2024-08-17,"14:30:00.000",1,0,"available","unscheduled","2024-09-02T02:39:25.902206",NA,2,5,"England","League Two",317,"2024/2025",330,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",590,"Brunton Park",68,"England",2411,"Matthew Corlett",68,"England",5842,"Paul Simpson","1966-07-26",NA,1004004,"Stephen Clemence","1978-03-31",NA,3941618,"blue","","blue","white"
"1075","Barrow","Swindon Town",2025-01-18,"17:00:00.000",2,0,"available","unscheduled","2025-02-27T13:32:16.177575",NA,27,5,"England","League Two",317,"2024/2025",108,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4629,"The County Ground",68,"England",896,"Scott Jackson",68,"England",401,"Ian Holloway","1963-03-12",NA,1004004,"Stephen Clemence","1978-03-31",NA,3941925,"red","","blue","white"
"1076","Barrow","Chesterfield",2025-08-02,"14:00:00.000",1,0,"available","unscheduled","2025-08-12T23:58:59.115081",NA,1,5,"England","League Two",318,"2025/2026",2008,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",117517,"SMH Group Stadium",68,"England",350,"Alan Young",68,"England",390,"Paul Anthony Cook","1967-02-22",NA,1000680,"Andrew Whing","1984-09-20",NA,4002088,"blue","white","blue","white"
"1077","Barrow","Notts County",2025-03-04,"21:45:00.000",1,2,"available","unscheduled","2025-03-18T18:12:47.041202",NA,35,5,"England","League Two",317,"2024/2025",103,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",589,"Meadow Lane",68,"England",1689,"Michael Barlow",68,"England",5737,"Stuart Maynard","1980-10-18",NA,1000680,"Andrew Whing","1984-09-20",NA,3942010,"black","white","blue","white"
"1078","Barrow","Colchester United",2025-05-03,"14:00:00.000",0,0,"available","unscheduled","2025-05-14T23:02:25.871994",NA,46,5,"England","League Two",317,"2024/2025",80,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",584,"JobServe Community Stadium",68,"England",1006784,"Ruebyn Ricardo",68,"England",340,"Danny Cowley","1978-10-22",NA,1000680,"Andrew Whing","1984-09-20",NA,3942309,"blue","","blue","white"
"1081","Barrow","Tranmere Rovers",2024-12-29,"17:00:00.000",1,1,"available","unscheduled","2025-01-17T14:10:21.400593",NA,23,5,"England","League Two",317,"2024/2025",885,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",579,"Prenton Park",68,"England",2453,"Aaron Bannister",68,"England",266,"Nigel Adkins","1965-03-11",NA,1004004,"Stephen Clemence","1978-03-31",NA,3941878,"white","","blue","white"
"1083","Barrow","Bromley",2024-10-26,"17:00:00.000",1,1,"available","unscheduled","2024-11-03T13:52:45.068161",NA,14,5,"England","League Two",317,"2024/2025",1024,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",1001994,"Hayes Lane stadium",68,"England",1619,"Daniel Middleton",68,"England",5945,"Andrew John Woodman","1971-08-11",NA,1004004,"Stephen Clemence","1978-03-31",NA,3941762,"red","black","blue","white"
"1092","Barrow","Crewe Alexandra",2025-02-22,"14:30:00.000",3,0,"available","unscheduled","2025-02-26T12:47:27.168337",NA,33,5,"England","League Two",317,"2024/2025",329,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118004,"Mornflake Stadium",68,"England",1215,"David Rock",68,"England",1002418,"Lee Bell","1983-01-26",NA,1000680,"Andrew Whing","1984-09-20",NA,3941986,"red","","blue","white"
"1099","Barrow","Newport County AFC",2025-02-01,"17:00:00.000",1,0,"available","unscheduled","2025-02-08T16:59:07.613276",NA,30,5,"England","League Two",317,"2024/2025",887,"male",NA,249,"Wales",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",598,"Rodney Parade",249,"Wales",1870,"Scott Tallis",68,"England",1005152,"Nélson Marques Jardim","1979-01-04",NA,1000680,"Andrew Whing","1984-09-20",NA,3941954,"yellow","black","blue","white"
"1100","Barrow","Salford City",2024-12-26,"17:00:00.000",3,0,"available","unscheduled","2025-01-17T18:41:59.176776",NA,22,5,"England","League Two",317,"2024/2025",1371,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4809,"The Peninsula Stadium",68,"England",1005667,"Elliot Bell",68,"England",68,"Karl Robinson","1980-09-13",NA,1004004,"Stephen Clemence","1978-03-31",NA,3941865,"red","","blue","white"
"1109","Barrow","Doncaster Rovers",2024-10-01,"21:45:00.000",1,0,"available","unscheduled","2025-01-03T01:44:06.358049",NA,9,5,"England","League Two",317,"2024/2025",74,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",56,"Eco-Power Stadium",68,"England",71,"Scott Oldham",68,"England",180,"Grant McCann","1980-04-14",NA,1004004,"Stephen Clemence","1978-03-31",NA,3941705,"red","","blue","white"
"1118","Barrow","Accrington Stanley",2024-10-19,"14:30:00.000",1,0,"available","unscheduled","2024-11-12T16:30:40.918288",NA,12,5,"England","League Two",317,"2024/2025",79,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",575,"Wham Stadium",68,"England",30,"Charles Breakspear",68,"England",1004526,"John Doolan","1968-11-10",NA,1004004,"Stephen Clemence","1978-03-31",NA,3941736,"red","","blue","white"
"1139","Barrow","Gillingham",2024-09-28,"17:00:00.000",2,0,"available","unscheduled","2024-10-16T16:57:18.095686",NA,8,5,"England","League Two",317,"2024/2025",96,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",70,"MEMS Priestfield Stadium",68,"England",352,"Neil Hair",68,"England",573,"Mark Bonner","1985-11-23",NA,1004004,"Stephen Clemence","1978-03-31",NA,3941693,"blue","","blue","white"
"1146","Barrow","Grimsby Town",2024-09-14,"17:00:00.000",1,2,"available","unscheduled","2024-09-25T00:12:53.488750",NA,6,5,"England","League Two",317,"2024/2025",107,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",583,"Blundell Park",68,"England",1006784,"Ruebyn Ricardo",68,"England",345,"David Artell","1980-11-22",NA,1004004,"Stephen Clemence","1978-03-31",NA,3941669,"black","","blue","white"
"1147","Barrow","Port Vale",2025-03-25,"21:30:00.000",0,1,"available","unscheduled","2025-04-06T16:54:44.529216",NA,26,5,"England","League Two",317,"2024/2025",89,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",582,"Vale Park",68,"England",1005304,"Zac Kennard-Kettle",68,"England",296,"Darren Moore","1974-04-22",NA,1000680,"Andrew Whing","1984-09-20",NA,3941912,"white","","blue","white"
"1167","Barrow","Fleetwood Town",2025-04-18,"14:00:00.000",0,0,"available","unscheduled","2025-05-16T23:20:17.327501",NA,43,5,"England","League Two",317,"2024/2025",95,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",119,"Highbury Stadium (Fleetwood)",68,"England",1005487,"Stephen Parkinson",68,"England",347,"Peter Wild","1984-07-20",NA,1000680,"Andrew Whing","1984-09-20",NA,3942272,"red","","blue","white"
"1171","Barrow","Morecambe",2025-03-15,"17:00:00.000",2,2,"available","unscheduled","2025-03-26T15:42:52.383208",NA,37,5,"England","League Two",317,"2024/2025",82,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",586,"Mazuma Stadium",68,"England",1879,"Scott Simpson",68,"England",62,"Derek Watt Adams","1975-06-25",NA,1000680,"Andrew Whing","1984-09-20",NA,3942042,"red","white","blue","white"
"1173","Barrow","Bradford City",2024-12-03,"21:45:00.000",1,1,"available","unscheduled","2024-12-11T14:06:42.096879",NA,18,5,"England","League Two",317,"2024/2025",61,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",116893,"University of Bradford Stadium",68,"England",909,"Thomas Parsons",68,"England",603,"Graham Alexander","1971-10-10",NA,1004004,"Stephen Clemence","1978-03-31",NA,3941808,"burgundy","","blue","white"
"1177","Barrow","Harrogate Town",2024-08-31,"17:00:00.000",0,1,"available","unscheduled","2024-09-01T15:00:51.631400",NA,4,5,"England","League Two",317,"2024/2025",1485,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",1001995,"Exercise Stadium",68,"England",1879,"Scott Simpson",68,"England",4492,"Simon Weaver","1977-12-20",NA,1004004,"Stephen Clemence","1978-03-31",NA,3941645,"yellow","","blue","white"
"1181","Barrow","Cheltenham Town",2025-02-15,"17:00:00.000",3,2,"available","unscheduled","2025-02-21T18:42:42.413615",NA,32,5,"England","League Two",317,"2024/2025",83,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",581,"Completely-Suzuki Stadium",68,"England",2282,"Greg Rollason",68,"England",350,"Michael John Flynn","1980-10-17",NA,1000680,"Andrew Whing","1984-09-20",NA,3941978,"red","","blue","white"
"1183","Barrow","Milton Keynes Dons",2025-04-05,"14:00:00.000",0,3,"available","unscheduled","2025-04-20T21:59:35.634439",NA,41,5,"England","League Two",317,"2024/2025",71,"male",NA,68,"England",3179,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",25,"Stadium MK",68,"England",1007965,"Jamie O''Connor",68,"England",1005471,"Benjamin Thomas Gladwin","1992-06-08",NA,1000680,"Andrew Whing","1984-09-20",NA,3942091,"white","yellow","blue","white"
